pv_kw,battery_kwh,IRR,NPC
17.0,2,0.08514305652777598,-43708.80900253108
17.0,4,0.07145548206573449,-38790.240966247475
17.0,6,0.05935113746117793,-33817.58234702582
17.0,8,0.048310257128509004,-28695.900076412036
17.0,10,0.0379363028284041,-23337.80728149329
17.0,12,0.02792802007234929,-17678.434472605284
17.0,14,0.018143620060213417,-11744.084986181162
17.0,16,0.008465361587696618,-5569.198599738968
17.0,18,-0.0012573236647603903,835.4673632982058
17.0,20,-0.011155054543042331,7438.088180546225
17.0,22,-0.021437680590080443,14239.489870629926
17.0,24,-0.03236368371642939,21231.37419947458
17.0,26,-0.04431025855653381,28405.22759743187
17.0,28,-0.05789541803621212,35751.631366070644
17.0,30,-0.07432171963021728,43267.20069699539
17.0,32,-0.09642514903651589,50928.369265704976
17.0,34,-0.13594021069089246,58724.15873062119
17.0,36,,66644.20573928894
17.0,38,,74685.89142189543
17.0,40,,82806.62430875315
17.0,42,,91013.2491646994
17.0,44,,99293.5733919111
17.0,46,,107630.6917896718
17.0,48,,116014.57400119895
17.0,50,,124432.84013541987
17.0,52,,132883.7916149867
17.0,54,,141370.17324140106
17.0,56,,149892.23685558673
17.0,58,,158448.1341409352
17.0,60,,167034.64903835513
17.0,62,,175652.0122769211
17.0,64,,184291.02676756095
17.0,66,,192947.52890038033
17.0,68,,201625.03572846632
17.0,70,,210317.57019988526
17.0,72,,219022.8727143958
17.0,74,,227743.4526225604
17.0,76,,236478.22800531355
17.0,78,,245223.48709479003
17.0,80,,253977.18557986774
17.0,82,,262741.51741603605
17.0,84,,271514.3743959408
17.0,86,,280296.82636072894
17.0,88,,289087.6184487709
17.0,90,,297886.2235356391
17.0,92,,306696.4379720379
17.0,94,,315515.1768058071
17.0,96,,324341.1449190951
17.0,98,,333172.7194602504
17.0,100,,342007.988999758
17.0,102,,350850.6024855885
17.0,104,,359700.21303902613
17.0,106,,368552.76466023794
17.0,108,,377407.0908685608
17.0,110,,386262.3902863406
17.0,112,,395120.3422348012
17.0,114,,403982.18307936616
17.0,116,,412846.31621048384
17.0,118,,421712.3162382644
17.0,120,,430582.23222963104
17.0,122,,439455.66174554365
17.0,124,,448331.54070008994
17.0,126,,457209.5849235518
17.0,128,,466089.80262955336
17.0,130,,474972.99246717565
17.0,132,,483859.24135518906
17.0,134,,492746.6424199799
17.0,136,,501634.72668478463
17.0,138,,510524.0792011096
17.0,140,,519415.2458258188
17.0,142,,528307.895167382
17.0,144,,537201.6414875672
17.0,146,,546095.8760868201
17.0,148,,554990.9505066883
17.0,150,,563887.6892918213
17.0,152,,572786.0861243799
17.0,154,,581685.7097865244
17.0,156,,590585.5967743113
17.0,158,,599486.1885792286
17.0,160,,608387.626171924
17.0,162,,617289.939668605
17.0,164,,626192.7432726846
17.0,166,,635095.8063460649
17.0,168,,643999.2541921263
17.0,170,,652903.0573100612
17.0,172,,661806.7763717446
17.0,174,,670710.3498788545
17.0,176,,679613.6559753957
17.0,178,,688516.8759252725
17.0,180,,697420.3002018644
17.0,182,,706323.275989093
17.0,184,,715226.0606794801
17.0,186,,724128.8726035734
17.0,188,,733031.5796499816
17.0,190,,741934.3269779064
17.0,192,,750837.3125122571
17.0,194,,759740.0353013794
17.0,196,,768642.789489235
17.0,198,,777545.7687528719
17.0,200,,786449.0065160644
18.0,0,0.0992713674200103,-49750.1560026012
18.0,2,0.08444933945881483,-45055.30362711584
18.0,4,0.07139224491996266,-40200.51681510351
18.0,6,0.059782066668613076,-35283.29516072006
18.0,8,0.049184174866668595,-30235.725380398813
18.0,10,0.03919107130906707,-24939.9671048879
18.0,12,0.029551737325919536,-19349.639500235593
18.0,14,0.020138283159433223,-13488.923861009067
18.0,16,0.01086684296954954,-7404.949043981576
18.0,18,0.0015726289961157658,-1083.9206718144605
18.0,20,-0.007855762751862283,5444.065931727032
18.0,22,-0.017570255450021666,12163.783220742895
18.0,24,-0.02779265405172615,19077.75798580806
18.0,26,-0.03881864761818821,26182.382743747545
18.0,28,-0.05108393820081458,33464.86670299268
18.0,30,-0.06536273720114949,40917.76473962506
18.0,32,-0.08320947068291629,48519.31143632623
18.0,34,-0.10896040338608959,56249.22065703381
18.0,36,-0.17228495793221454,64099.97093486886
18.0,38,,72067.64791735983
18.0,40,,80122.44918982864
18.0,42,,88267.93525687221
18.0,44,,96486.03488563818
18.0,46,,104759.07745416522
18.0,48,,113081.77686274215
18.0,50,,121448.58155730867
18.0,52,,129852.85138536438
18.0,54,,138290.24964791277
18.0,56,,146760.2476934793
18.0,58,,155262.27011431576
18.0,60,,163801.79078672014
18.0,62,,172373.0642627161
18.0,64,,180962.97214121168
18.0,66,,189572.36844250656
18.0,68,,198200.63547183105
18.0,70,,206847.10827344772
18.0,72,,215515.16726362458
18.0,74,,224206.4253987808
18.0,76,,232912.83396666966
18.0,78,,241630.63113747185
18.0,80,,250360.84798348226
18.0,82,,259100.52849381574
18.0,84,,267848.6624926387
18.0,86,,276605.58971181547
18.0,88,,285373.3170978641
18.0,90,,294148.14902367175
18.0,92,,302932.37127120484
18.0,94,,311727.03489580087
18.0,96,,320529.11063453765
18.0,98,,329335.590900897
18.0,100,,338148.7907809768
18.0,102,,346969.49174521636
18.0,104,,355794.28618901
18.0,106,,364623.0930436175
18.0,108,,373456.73490616545
18.0,110,,382296.1181566982
18.0,112,,391139.9057349388
18.0,114,,399987.27894825797
18.0,116,,408837.84799076995
18.0,118,,417691.7231316632
18.0,120,,426548.864106108
18.0,122,,435408.5589082913
18.0,124,,444270.64068066655
18.0,126,,453135.9350876515
18.0,128,,462005.4895744607
18.0,130,,470878.40751772415
18.0,132,,479753.55632251705
18.0,134,,488630.89518332103
18.0,136,,497510.6174939956
18.0,138,,506391.8716142667
18.0,140,,515273.9511431545
18.0,142,,524157.56923136115
18.0,144,,533043.1972542023
18.0,146,,541930.4328816853
18.0,148,,550818.5428910597
18.0,150,,559707.927570297
18.0,152,,568598.7277428244
18.0,154,,577491.286631976
18.0,156,,586384.7896313013
18.0,158,,595278.4852920559
18.0,160,,604172.4159237343
18.0,162,,613067.1269833066
18.0,164,,621962.777674695
18.0,166,,630859.2920555283
18.0,168,,639756.3363979089
18.0,170,,648653.6177306138
18.0,172,,657551.0000449849
18.0,174,,666449.3052183331
18.0,176,,675348.3503733145
18.0,178,,684247.3940949093
18.0,180,,693146.1189264156
18.0,182,,702044.3795868028
18.0,184,,710942.3939873038
18.0,186,,719840.0838810774
18.0,188,,728737.8842666525
18.0,190,,737636.0130073908
18.0,192,,746534.5861352291
18.0,194,,755433.2021927583
18.0,196,,764331.7208272654
18.0,198,,773230.4201369156
18.0,200,,782129.2371134325
19.0,0,0.09773178794286874,-50935.67980534461
19.0,2,0.08364812159613955,-46295.32091747956
19.0,4,0.0711682583011124,-41495.166974496016
19.0,6,0.060024535188437866,-36633.14791477879
19.0,8,0.04982313156095608,-31642.599980748673
19.0,10,0.04018356899439057,-26403.707259576953
19.0,12,0.030867531830646167,-20864.279531190423
19.0,14,0.02178981669088831,-15069.979581785177
19.0,16,0.012845979934565266,-9043.112740802271
19.0,18,0.003917622712634294,-2792.3369643295664
19.0,20,-0.005107228039314737,3665.6311378308055
19.0,22,-0.014359603509196295,10317.527642412855
19.0,24,-0.02402016088654302,17162.976850713323
19.0,26,-0.03432427810977634,24198.615442610848
19.0,28,-0.0456026250399294,31414.068740521638
19.0,30,-0.05841650346488847,38808.964609995746
19.0,32,-0.07373355559144978,46355.22635015138
19.0,34,-0.09381340494068524,54036.26577713735
19.0,36,-0.12651011442015458,61839.8060147987
19.0,38,,69741.33913858766
19.0,40,,77736.5324814894
19.0,42,,85816.33172662696
19.0,44,,93965.08109303963
19.0,46,,102180.7445100099
19.0,48,,110446.97741222952
19.0,50,,118764.7910686985
19.0,52,,127126.35249962998
19.0,54,,135525.15746664815
19.0,56,,143960.5091133455
19.0,58,,152425.95133191973
19.0,60,,160921.15025781468
19.0,62,,169440.513317322
19.0,64,,177981.96332546766
19.0,66,,186546.859488801
19.0,68,,195133.62434761596
19.0,70,,203740.91222728364
19.0,72,,212371.15625930266
19.0,74,,221017.82753609648
19.0,76,,229679.54587926375
19.0,78,,238362.14692819017
19.0,80,,247060.75651341357
19.0,82,,255773.25127209834
19.0,84,,264496.37958940293
19.0,86,,273229.78882993216
19.0,88,,281976.86326225597
19.0,90,,290734.23199048906
19.0,92,,299499.56012845336
19.0,94,,308275.1933266882
19.0,96,,317059.19164339715
19.0,98,,325846.5980459954
19.0,100,,334640.2061244744
19.0,102,,343440.5345534621
19.0,104,,352246.15521407325
19.0,106,,361055.82591830404
19.0,108,,369871.2198123635
19.0,110,,378691.7648077143
19.0,112,,387515.46574247186
19.0,114,,396342.91741647816
19.0,116,,405176.57030758413
19.0,118,,414016.6803547004
19.0,120,,422861.2114747176
19.0,122,,431708.7809760784
19.0,124,,440559.72952628636
19.0,126,,449413.4909475409
19.0,128,,458269.45856150234
19.0,130,,467127.51744876185
19.0,132,,475987.9404381799
19.0,134,,484850.77893299016
19.0,136,,493717.98948677414
19.0,138,,502589.7278642788
19.0,140,,511463.3882461861
19.0,142,,520338.66609695187
19.0,144,,529215.9423873663
19.0,146,,538095.5719448322
19.0,148,,546976.9473274963
19.0,150,,555858.3961751794
19.0,152,,564738.9980286643
19.0,154,,573620.0253197737
19.0,156,,582502.6537828473
19.0,158,,591387.6189735822
19.0,160,,600274.5636876499
19.0,162,,609162.4417914103
19.0,164,,618050.4950060875
19.0,166,,626938.538308152
19.0,168,,635827.2581932421
19.0,170,,644716.7695315387
19.0,172,,653607.1407077935
19.0,174,,662497.8017610158
19.0,176,,671388.3168929889
19.0,178,,680278.9576341731
19.0,180,,689169.8153536804
19.0,182,,698061.4026526789
19.0,184,,706953.6398542807
19.0,186,,715846.5911250839
19.0,188,,724739.5671302459
19.0,190,,733632.654684949
19.0,192,,742526.2796333169
19.0,194,,751420.1353697355
19.0,196,,760314.1854204556
19.0,198,,769208.3856085138
19.0,200,,778103.4967837218
20.0,0,0.09616282534086618,-52024.13522835618
20.0,2,0.08274605142418356,-47425.93164771246
20.0,4,0.07080941913373806,-42681.4466844377
20.0,6,0.06012094245812705,-37885.25453263881
20.0,8,0.05028370466212784,-32942.68268822415
20.0,10,0.0409782715450131,-27759.59951646744
20.0,12,0.03196874870443245,-22271.743185795764
20.0,14,0.023181119687055718,-16524.470112313385
20.0,16,0.014546275536717834,-10558.7717641391
20.0,18,0.005916418245523136,-4351.067541051614
20.0,20,-0.0027613521318945455,2047.2613895564991
20.0,22,-0.011627259852435845,8643.597624394279
20.0,24,-0.02083590118134593,15437.295308255876
20.0,26,-0.03058044402768434,22423.576189847605
20.0,28,-0.0410942422730719,29576.367366084116
20.0,30,-0.05281948934625147,36909.04561946859
20.0,32,-0.06642943369266152,44399.323771136806
20.0,34,-0.08330566603423029,52031.30392179288
20.0,36,-0.10714071307770856,59797.90597774296
20.0,38,-0.15731810646824917,67666.3787940103
20.0,40,,75618.19875587823
20.0,42,,83648.03377026189
20.0,44,,91748.85497918694
20.0,46,,99908.43224107388
20.0,48,,108121.51789032778
20.0,50,,116389.60262012159
20.0,52,,124702.9897110632
20.0,54,,133060.0428695771
20.0,56,,141455.94188502204
20.0,58,,149885.38347902414
20.0,60,,158345.00434036352
20.0,62,,166830.7315305584
20.0,64,,175334.71121551635
20.0,66,,183861.30586447733
20.0,68,,192411.42348123796
20.0,70,,200982.83448361038
20.0,72,,209575.42145712586
20.0,74,,218182.15525895613
20.0,76,,226804.89445404013
20.0,78,,235445.48134721018
20.0,80,,244104.59439703115
20.0,82,,252781.00301761364
20.0,84,,261471.01351362726
20.0,86,,270176.4070042062
20.0,88,,278895.4664202898
20.0,90,,287626.2029652743
20.0,92,,296367.5781081418
20.0,94,,305117.63215524226
20.0,96,,313875.30703988427
20.0,98,,322638.3675698803
20.0,100,,331408.8686156851
20.0,102,,340186.3840511324
20.0,104,,348971.58803508495
20.0,106,,357765.40403587377
20.0,108,,366568.8107972687
20.0,110,,375381.58900981996
20.0,112,,384199.4699507882
20.0,114,,393021.48854566686
20.0,116,,401846.73513632076
20.0,118,,410673.37523327355
20.0,120,,419499.82986990985
20.0,122,,428327.6287456368
20.0,124,,437159.46580287575
20.0,126,,445995.26147712424
20.0,128,,454834.4189821554
20.0,130,,463677.06033231935
20.0,132,,472523.05197099113
20.0,134,,481372.885839563
20.0,136,,490226.31396383926
20.0,138,,499082.7305309253
20.0,140,,507941.7968947573
20.0,142,,516802.3783377492
20.0,144,,525663.6577364212
20.0,146,,534524.716508043
20.0,148,,543385.42201739
20.0,150,,552246.6832464468
20.0,152,,561109.5629962558
20.0,154,,569974.3747948356
20.0,156,,578840.8350147291
20.0,158,,587709.9822637179
20.0,160,,596582.330769577
20.0,162,,605456.7271745966
20.0,164,,614332.2876415725
20.0,166,,623208.632458734
20.0,168,,632085.9963560908
20.0,170,,640964.3058824138
20.0,172,,649842.8408990059
20.0,174,,658721.0768993789
20.0,176,,667598.6377280161
20.0,178,,676476.0770505529
20.0,180,,685353.9184858771
20.0,182,,694232.5284147095
20.0,184,,703112.6794444581
20.0,186,,711993.9682068542
20.0,188,,720875.7762269941
20.0,190,,729757.6941785422
20.0,192,,738640.5206503157
20.0,194,,747524.0042181177
20.0,196,,756408.7073340582
20.0,198,,765295.2763776608
20.0,200,,774183.2610450957
21.0,0,0.09458095799947186,-53025.19824906724
21.0,2,0.08177986210994881,-48466.55377224111
21.0,4,0.07034181233698034,-43769.38475772101
21.0,6,0.060067622372318,-39026.43714318941
21.0,8,0.05058726692322657,-34140.07230150119
21.0,10,0.04159799425014943,-29011.531140646177
21.0,12,0.03287621793614859,-23572.85596963235
21.0,14,0.024358150541437862,-17869.411288314783
21.0,16,0.01598952841678547,-11946.95277471451
21.0,18,0.0076390875392060575,-5785.795727546816
21.0,20,-0.0007501755862633352,573.2528043630209
21.0,22,-0.00928467748067574,7122.856074166866
21.0,24,-0.018106370802573934,13868.315438498443
21.0,26,-0.027388093371734423,20811.296114979195
21.0,28,-0.0373310004977373,27933.058696962064
21.0,30,-0.048245554779461575,35220.914384034164
21.0,32,-0.0606320658940136,42659.66436656288
21.0,34,-0.07544184673382814,50243.630070070365
21.0,36,-0.09481131329738224,57965.06473248963
21.0,38,-0.1256914792985655,65792.09662745442
21.0,40,,73710.24658326023
21.0,42,,81705.06785342564
21.0,44,,89772.93946701143
21.0,46,,97897.44260764569
21.0,48,,106081.28970916392
21.0,50,,114314.77366186003
21.0,52,,122588.18463085817
21.0,54,,130905.22162194921
21.0,56,,139257.8870680789
21.0,58,,147646.913421102
21.0,60,,156069.29657406764
21.0,62,,164521.28187796415
21.0,64,,173001.30059829165
21.0,66,,181506.6095865606
21.0,68,,190027.46224245435
21.0,70,,198565.01187345033
21.0,72,,207119.82669037528
21.0,74,,215688.27976223052
21.0,76,,224273.20852640725
21.0,78,,232877.2117881918
21.0,80,,241498.57049578885
21.0,82,,250140.0503238239
21.0,84,,258795.54053216166
21.0,86,,267465.80983552145
21.0,88,,276148.60769644816
21.0,90,,284847.15968480095
21.0,92,,293562.3507962826
21.0,94,,302290.40637797705
21.0,96,,311026.21523112577
21.0,98,,319769.3587949509
21.0,100,,328520.7468936705
21.0,102,,337280.7565289213
21.0,104,,346049.21689690737
21.0,106,,354825.7184412569
21.0,108,,363608.8203395406
21.0,110,,372398.14919224085
21.0,112,,381193.6410138333
21.0,114,,389994.87416217057
21.0,116,,398799.9114717455
21.0,118,,407608.51298543124
21.0,120,,416421.6058171058
21.0,122,,425239.66985092446
21.0,124,,434060.85191604414
21.0,126,,442884.63441272656
21.0,128,,451710.93056279764
21.0,130,,460540.9047701715
21.0,132,,469375.1344448438
21.0,134,,478213.206906835
21.0,136,,487053.56656620925
21.0,138,,495895.2222004938
21.0,140,,504738.15667948656
21.0,142,,513583.0057305457
21.0,144,,522429.3131636207
21.0,146,,531275.7354973044
21.0,148,,540122.2732173115
21.0,150,,548969.768804154
21.0,152,,557819.2790245491
21.0,154,,566671.3225964262
21.0,156,,575525.6401754254
21.0,158,,584380.752932341
21.0,160,,593236.5212895122
21.0,162,,602092.7701969775
21.0,164,,610949.1037943629
21.0,166,,619803.2076989963
21.0,168,,628655.4480559349
21.0,170,,637508.1230294271
21.0,172,,646362.0711459966
21.0,174,,655218.2421257406
21.0,176,,664076.1311011054
21.0,178,,672935.4457021983
21.0,180,,681796.7143997336
21.0,182,,690659.392130245
21.0,184,,699523.8067472595
21.0,186,,708390.1453709623
21.0,188,,717258.5798720309
21.0,190,,726128.3346219704
21.0,192,,734998.6134996838
21.0,194,,743869.6987278622
21.0,196,,752742.2247615727
21.0,198,,761615.4395190459
21.0,200,,770489.2968895831
22.0,0,0.09299309950386325,-53943.40872137349
22.0,2,0.08076469123400631,-49424.1618514015
22.0,4,0.06979663253465618,-44775.513626514134
22.0,6,0.05989707666157473,-40072.09064755072
22.0,8,0.05074458377568414,-35232.4880894654
22.0,10,0.0420499699419945,-30152.992956606988
22.0,12,0.03361143890824003,-24771.404833069137
22.0,14,0.025343457684426918,-19107.54846410185
22.0,16,0.017215582873826074,-13220.605288984452
22.0,18,0.009117321933633571,-7099.956483309554
22.0,20,0.0009975577304059957,-784.2904821706616
22.0,22,-0.007258391307889078,5734.315459492509
22.0,24,-0.015758789131566253,12446.54614585909
22.0,26,-0.02464284771660774,19346.733627599984
22.0,28,-0.03409362508050395,26428.19393609395
22.0,30,-0.04437908190085227,33687.521924069784
22.0,32,-0.05587759187233343,41101.592670079124
22.0,34,-0.06926128322559033,48652.997320714465
22.0,36,-0.08592780771493191,56335.84130776102
22.0,38,-0.10947474903531729,64123.04240465701
22.0,40,-0.1590625025206197,71996.60869747648
22.0,42,,79959.02019124915
22.0,44,,87995.56591246456
22.0,46,,96096.72789717534
22.0,48,,104258.88974388008
22.0,50,,112469.10906027073
22.0,52,,120720.53420281145
22.0,54,,129014.72008923524
22.0,56,,137341.86056982385
22.0,58,,145701.5390056666
22.0,60,,154091.99096302938
22.0,62,,162510.01573681025
22.0,64,,170959.7064154996
22.0,66,,179432.6191179669
22.0,68,,187926.33375752906
22.0,70,,196437.50685623224
22.0,72,,204965.53397415424
22.0,74,,213513.89514653737
22.0,76,,222081.674012763
22.0,78,,230665.82666579253
22.0,80,,239261.45648539817
22.0,82,,247868.27228560724
22.0,84,,256490.79583456277
22.0,86,,265130.2049792734
22.0,88,,273786.71053081925
22.0,90,,282458.7531255748
22.0,92,,291145.70056895516
22.0,94,,299843.6967691477
22.0,96,,308553.01279948483
22.0,98,,317272.1797129983
22.0,100,,325999.4510214682
22.0,102,,334733.0028762469
22.0,104,,343477.82260504406
22.0,106,,352234.1734644068
22.0,108,,360997.03675320937
22.0,110,,369765.74067804415
22.0,112,,378542.55526613886
22.0,114,,387324.825700295
22.0,116,,396112.2680117093
22.0,118,,404903.9789561911
22.0,120,,413701.84947250265
22.0,122,,422505.06944418955
22.0,124,,431312.37119708647
22.0,126,,440123.4895997607
22.0,128,,448937.69028675585
22.0,130,,457753.1483142551
22.0,132,,466569.18228890776
22.0,134,,475387.1169966259
22.0,136,,484207.2820133389
22.0,138,,493030.3145671623
22.0,140,,501855.70619411184
22.0,142,,510682.55581815896
22.0,144,,519509.9775629205
22.0,146,,528338.8867903652
22.0,148,,537170.0890264133
22.0,150,,546003.8665280876
22.0,152,,554840.5184190193
22.0,154,,563679.1865915742
22.0,156,,572518.620802412
22.0,158,,581357.5460357068
22.0,160,,590195.4155074569
22.0,162,,599032.1768550923
22.0,164,,607867.5612017526
22.0,166,,616702.7908211766
22.0,168,,625538.9555765673
22.0,170,,634376.7185028862
22.0,172,,643216.2797754393
22.0,174,,652057.7352302332
22.0,176,,660901.3340065179
22.0,178,,669746.8297753566
22.0,180,,678594.6971902237
22.0,182,,687443.9915488766
22.0,184,,696295.3917560633
22.0,186,,705148.6865454752
22.0,188,,714004.2124585012
22.0,190,,722861.4466912356
22.0,192,,731720.3066336312
22.0,194,,740580.6853696438
22.0,196,,749442.0448994122
22.0,198,,758304.1151426766
22.0,200,,767165.93759715
23.0,0,0.09141198892525448,-54788.22220080336
23.0,2,0.07970937745980833,-50302.40035938378
23.0,4,0.06917582050713844,-45696.1640448916
23.0,6,0.05963714869410386,-41036.94838699135
23.0,8,0.05079382521902098,-36241.74577933134
23.0,10,0.04236322538232984,-31196.920813398257
23.0,12,0.03418558668700755,-25864.709443817097
23.0,14,0.026165874754962015,-20249.63166189911
23.0,16,0.018262453373742327,-14395.796050238145
23.0,18,0.010394494439874391,-8310.893640178752
23.0,20,0.002507559913734969,-2025.10016258018
23.0,22,-0.005488320960912563,4457.34452241309
23.0,24,-0.01371466144230149,11146.946271279725
23.0,26,-0.022271506959038345,18020.20338807557
23.0,28,-0.031310752617603854,25067.493313545452
23.0,30,-0.0410642365145929,32291.58493455456
23.0,32,-0.05184812816184836,39678.09318814852
23.0,34,-0.06417066213358291,47205.59518307586
23.0,36,-0.07901706552150423,54863.742774868915
23.0,38,-0.0985494224646748,62616.467908027065
23.0,40,-0.13043097529054126,70461.54382851478
23.0,42,,78398.59201875622
23.0,44,,86404.52710904121
23.0,46,,94481.69050971058
23.0,48,,102617.45419318133
23.0,50,,110806.81006692526
23.0,52,,119041.10138329158
23.0,54,,127314.55878067075
23.0,56,,135619.09084028087
23.0,58,,143958.16304071565
23.0,60,,152329.02761591933
23.0,62,,160728.10027656105
23.0,64,,169155.28749543903
23.0,66,,177604.15503889354
23.0,68,,186067.8435198631
23.0,70,,194550.79024866258
23.0,72,,203056.69314549307
23.0,74,,211585.31435174978
23.0,76,,220132.47816626335
23.0,78,,228694.11237110532
23.0,80,,237270.78807107074
23.0,82,,245862.11122140614
23.0,84,,254467.55681627477
23.0,86,,263087.4891566809
23.0,88,,271720.69686661265
23.0,90,,280368.69896857545
23.0,92,,289032.38998765615
23.0,94,,297707.0727020262
23.0,96,,306390.9119404067
23.0,98,,315082.20689659147
23.0,100,,323783.1817913898
23.0,102,,332494.3014206724
23.0,104,,341213.5149358272
23.0,106,,349941.27109898656
23.0,108,,358677.8702308434
23.0,110,,367421.7167616308
23.0,112,,376173.1229636626
23.0,114,,384933.2467762052
23.0,116,,393699.39886400074
23.0,118,,402469.6244153534
23.0,120,,411245.3105706763
23.0,122,,420026.58161566383
23.0,124,,428812.1508312514
23.0,126,,437601.8165277438
23.0,128,,446395.36160388927
23.0,130,,455191.710998005
23.0,132,,463989.1661099479
23.0,134,,472787.31423115067
23.0,136,,481587.0203480965
23.0,138,,490389.39252209774
23.0,140,,499194.08922638645
23.0,142,,508001.88358461857
23.0,144,,516811.8448730415
23.0,146,,525622.5654710397
23.0,148,,534435.2742827936
23.0,150,,543250.5693925672
23.0,152,,552067.4760284917
23.0,154,,560885.7439193137
23.0,156,,569704.4461898542
23.0,158,,578524.9221816225
23.0,160,,587346.4186074017
23.0,162,,596168.7137308057
23.0,164,,604992.221346152
23.0,166,,613817.7185401464
23.0,168,,622645.9903349266
23.0,170,,631477.1228886326
23.0,172,,640309.769512858
23.0,174,,649143.9909232679
23.0,176,,657980.1243272965
23.0,178,,666817.4017472655
23.0,180,,675655.153337674
23.0,182,,684491.6402299722
23.0,184,,693327.9371230617
23.0,186,,702165.5560174633
23.0,188,,711004.7223814047
23.0,190,,719844.5772788072
23.0,192,,728684.9455328393
23.0,194,,737526.7703762461
23.0,196,,746371.4870596753
23.0,198,,755219.8847439875
23.0,200,,764070.9682442239
24.0,0,0.08984199156785655,-55563.99787199608
24.0,2,0.07863859665454997,-51118.2101252447
24.0,4,0.06850874234570647,-46550.26159048165
24.0,6,0.05930922673140149,-41932.95536286965
24.0,8,0.05075490650216641,-37177.61437247426
24.0,10,0.042580353307264396,-32170.948454407677
24.0,12,0.03463245625276756,-26871.285182322063
24.0,14,0.02684349733483038,-21300.047481734404
24.0,16,0.01915840966679694,-15484.25459783777
24.0,18,0.011498693343067856,-9427.795285102335
24.0,20,0.00382194181645934,-3166.228572275524
24.0,22,-0.003949769336874964,3292.4562179110962
24.0,24,-0.01192217499362258,9954.585850421496
24.0,26,-0.02018530185483025,16799.233750959243
24.0,28,-0.028878040857838294,23821.73415473202
24.0,30,-0.03819602093638741,31021.852674565947
24.0,32,-0.04838557318149028,38376.95967997233
24.0,34,-0.059880135564981174,45884.70147039077
24.0,36,-0.07337382787428204,53512.81842957534
24.0,38,-0.09034425065687512,61240.85905388541
24.0,40,-0.11494422699817675,69063.98179545274
24.0,42,-0.1739150641129198,76979.33436263488
24.0,44,,84967.53061025603
24.0,46,,93021.32863793451
24.0,48,,101133.4954281942
24.0,50,,109297.23240842973
24.0,52,,117507.66680761224
24.0,54,,125760.75835373165
24.0,56,,134049.3886498318
24.0,58,,142372.2777148758
24.0,60,,150726.1717917677
24.0,62,,159110.51617144176
24.0,64,,167520.0739188906
24.0,66,,175948.22253749173
24.0,68,,184393.97803550097
24.0,70,,192861.07471023532
24.0,72,,201348.4217212086
24.0,74,,209852.4962529853
24.0,76,,218373.6191789699
24.0,78,,226911.66852485138
24.0,80,,235467.97475293645
24.0,82,,244044.06716544184
24.0,84,,252638.04612430558
24.0,86,,261245.5287481476
24.0,88,,269864.54227862257
24.0,90,,278495.1005178652
24.0,92,,287137.29517146084
24.0,94,,295790.39996801125
24.0,96,,304452.6187483225
24.0,98,,313122.60565178556
24.0,100,,321799.7248025299
24.0,102,,330486.3115326457
24.0,104,,339181.44778788445
24.0,106,,347885.0119194451
24.0,108,,356597.03360958997
24.0,110,,365316.6580312569
24.0,112,,374045.4351873695
24.0,114,,382782.8989476174
24.0,116,,391527.01487063814
24.0,118,,400275.25042515295
24.0,120,,409026.82259054785
24.0,122,,417782.2342823371
24.0,124,,426538.5755152726
24.0,126,,435296.6744209937
24.0,128,,444059.4703714781
24.0,130,,452827.9618112259
24.0,132,,461602.25062699005
24.0,134,,470382.66194093507
24.0,136,,479168.28490863886
24.0,138,,487957.5714358639
24.0,140,,496750.8969850824
24.0,142,,505547.3797336016
24.0,144,,514344.61401814123
24.0,146,,523141.190256972
24.0,148,,531936.6633588681
24.0,150,,540732.7322757562
24.0,152,,549529.5547626162
24.0,154,,558327.3962291284
24.0,156,,567127.2175139316
24.0,158,,575928.133014011
24.0,160,,584730.1456770425
24.0,162,,593533.8055507788
24.0,164,,602339.8265634862
24.0,166,,611149.6415545201
24.0,168,,619963.8738123447
24.0,170,,628781.8934899945
24.0,172,,637601.8909998283
24.0,174,,646423.7684293613
24.0,176,,655247.342166256
24.0,178,,664072.0693352395
24.0,180,,672897.3272062398
24.0,182,,681723.8378762695
24.0,184,,690551.8612092749
24.0,186,,699382.075057661
24.0,188,,708214.7930093975
24.0,190,,717049.791584477
24.0,192,,725886.5222298099
24.0,194,,734724.6542206452
24.0,196,,743562.7754146939
24.0,198,,752401.0255926254
24.0,200,,761240.9858777587
25.0,0,0.0882828247221521,-56271.900379265484
25.0,2,0.07755851014000559,-51875.84261211018
25.0,4,0.06781235941454211,-47349.04113860556
25.0,6,0.05893411909888058,-42773.535824126535
25.0,8,0.05065162117097688,-38055.15084646485
25.0,10,0.04272675460031472,-33091.31243964771
25.0,12,0.03499435238475379,-27820.60962131434
25.0,14,0.027411495866860536,-22280.534776540753
25.0,16,0.019934635248718413,-16503.337654529936
25.0,18,0.012474710729754923,-10477.849598873552
25.0,20,0.004993259583401022,-4238.720633724935
25.0,22,-0.002580003231230643,2204.691219248669
25.0,24,-0.010327771877118863,8846.304054641956
25.0,26,-0.018332435749179088,15667.904546358102
25.0,28,-0.026719509843170952,22667.07476550041
25.0,30,-0.03565532498601065,29840.982255788957
25.0,32,-0.045353627724549206,37172.84015866491
25.0,34,-0.05615193818814479,44650.389277021335
25.0,36,-0.06860113549057567,52252.90706471723
